name,category,nicotine_type,nicotine_min,nicotine_max,size_min,size_max,flavour,flavours_all_approved,flavours_count,disposable_keyword
tote-aoturoa-green-grape-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Green Grape, hint of ice",FALSE,2,FALSE
shisha-glass-hookah-1xhose-22cm,Hookahs,,,,,,,,,FALSE
shisha-glass-diamond-hookah-1xhose-22cm,Hookahs,,,,,,,,,FALSE
shisha-glass-pearls-hookah-1xhose-22cm,Hookahs,,,,,,,,,FALSE
round-glass-ash-tray,Smoking,,,,,,,,,FALSE
shishaglass-bucket-extinguishing-silicon-ash-tray,,,,,,,,,,FALSE
smok-tfv-mini-v2-replacement-coils,Vape Devices,,,,,,,,,FALSE
aspire-favostix-replacement-pods,Vape Devices,,,,,,,,,FALSE
aspire-tekno-replacement-pods,Vape Devices,,,,,,,,,FALSE
volcano-classic-onyx-edition-vaporizer-with-au-plug-easy-valve-starter-set,Heat Not Burn,,,,,,,,,FALSE
craftyplus,Heat Not Burn,,,,,,,,,FALSE
filling-aid-for-mighty-crafty,Heat Not Burn,,,,,,,,,FALSE
crafty-cooling-unit-set,Heat Not Burn,,,,,,,,,FALSE
volcano-vaporizer-easy-valve-liquid-filling-chamber,Heat Not Burn,,,,,,,,,FALSE
nbt-skull-grinder-4xparts,Smoking,,,,,,,,,FALSE
davinci-iqc,Heat Not Burn,,,,,,,,,FALSE
smok-novo-2s-replacement-pod,Vape Devices,,,,1.8,1.8,,,,FALSE
vaporesso-gti-replacement-coils,Vape Devices,,,,,,,,,FALSE
vaporesso-itank-replacement-glass,Vape Devices,,,,,,,,,FALSE
uwell-caliburn-g2-replacement-pods,Vape Devices,,,,,,,,,FALSE
unicorn-empty-bottle-60ml,Vape Devices,,,,,,,,,FALSE
volcano-hybrid-onyx-edition-vaporizer,Heat Not Burn,,,,,,,,,FALSE
geekvape-aegis-one-replacement-pod,Vape Devices,,,,,,,,,FALSE
smok-solus-replacement-pod,Vape Devices,,,,,,,,,FALSE
smok-rpm-5-pro-80w-pod-kit,Vape Devices,,,,,,,,,FALSE
tote-hua-aloe-vera-grape-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Aloe Vera, Green Grape, Red Grape, Ice",FALSE,4,FALSE
tote-hua-aloe-vera-grape-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,22.8,30,30,"Aloe Vera, Green Grape, Red Grape, Ice",FALSE,4,FALSE
tote-hua-energy-drink-grape-nicotine-salt-e-liquid-30-ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Energy Drink, Grape, Ice",FALSE,3,FALSE
tote-hua-energy-drink-strawberry-freebase-e-liquid-30-ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Strawberry, Energy Drink, Ice",FALSE,3,FALSE
tote-hua-energy-drink-strawberry-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Strawberry, Energy Drink, Ice",FALSE,3,FALSE
tote-hua-watermelon-apple-ice-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Watermelon, Apple, Ice",FALSE,3,FALSE
watermelon-apple-ice-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,22.8,30,30,"Watermelon, Apple, Ice",FALSE,3,FALSE
tote-hua-strawberry-grape-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Grape, Strawberry, Berry, Ice",FALSE,4,FALSE
tote-hua-strawberry-grape-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Grape, Strawberry, Berry, Ice",FALSE,4,FALSE
tote-hua-mai-tai-cocktail-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Lemon, Orange, Pineapple, White Rum, Pomegranate, Mint, Ice",FALSE,7,FALSE
tote-hua-mai-tai-cocktail-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Lemon, Orange, Pineapple, White Rum, Pomegranate, Mint, Ice",FALSE,7,FALSE
tote-hua-melon-mango-banana-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Melon, Mango, Banana, Ice",FALSE,4,FALSE
tote-hua-melon-mango-banana-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Melon, Mango, Banana, Ice",FALSE,4,FALSE
tote-hua-peach-mango-guava-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Peach, Mango, Guava, Ice",FALSE,4,FALSE
tote-hua-peach-mango-guava-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Peach, Mango, Guava, Ice",FALSE,4,FALSE
tote-hua-pina-colada-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Pineapple, Coconut, Rum, Milk, Ice",FALSE,5,FALSE
tote-hua-peach-mango-watermelon-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Peach, Mango, Watermelon, Ice",FALSE,4,FALSE
tote-hua-peach-mango-watermelon-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,22.8,30,30,"Peach, Mango, Watermelon, Ice",FALSE,4,FALSE
tote-hua-peach-mango-pineapple-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Peach, Pineapple, Mango, Ice",FALSE,4,FALSE
peach-mango-pineapple-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Peach, Pineapple, Mango, Ice",FALSE,4,FALSE
tote-hua-kiwi-guava-passionfruit-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Passionfruit, Kiwi, Guava, Ice",FALSE,4,FALSE
tote-hua-kiwi-guava-passionfruit-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Passionfruit, Kiwi, Guava, Ice",FALSE,4,FALSE
elate-vape-luna-2-replacement-coils,Vape Devices,,,,,,,,,FALSE
smok-nfix-pro-pod-kit,Vape Devices,,,,,,,,,FALSE
salty-krush-world-feijoa-passionfruit-orange-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Passionfruit, Orange, Feijoa, a hint of Ice",FALSE,4,FALSE
salty-krush-world-ice-blueberry-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Blueberry, Lemon, Ice",FALSE,3,FALSE
battery-vape-18650-bvir-fp-3000mah-15a,Vape Devices,,,,,,,,,FALSE
salty-krush-world-passionfruit-on-ice-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Passionfruit, Ice",FALSE,2,FALSE
salty-krush-world-watermelon-lime-ice-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Watermelon, Lime, Ice",FALSE,3,FALSE
juicy-jay-s-watermelon-1-1-4-paper,Smoking,,,,,,,,,FALSE
salty-berry-world-raspberry-lime-ice-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Citrus, Raspberry, Ice",FALSE,3,FALSE
raspberry-lime-ice-e-liquid,E-Liquids,Nicotine Concentration,3,6,30,30,"Citrus, Raspberry, Ice",FALSE,3,FALSE
salty-berry-world-raspberry-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,,,,FALSE
salty-berry-world-raspberry-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,Raspberry,TRUE,1,FALSE
salty-berry-world-raspberry-ice-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Raspberry, Mint",TRUE,2,FALSE
salty-berry-world-raspberry-ice-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Raspberry, Mint",TRUE,2,FALSE
salty-berry-world-blue-razz-lemonade-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Blueberry, Raspberry, Lemonade",FALSE,3,FALSE
salty-berry-world-blue-razz-lemonade-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Blueberry, Raspberry, Lemonade",FALSE,3,FALSE
salty-berry-world-strawberry-ice-cream-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Strawberry, Ice Cream",FALSE,2,FALSE
strawberry-ice-cream-e-liquid,E-Liquids,Nicotine Concentration,3,6,30,30,"Strawberry, Vanilla",TRUE,2,FALSE
salty-berry-world-ice-blackberry-lemonade-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Blackberry, Lemonade, Ice",FALSE,3,FALSE
salty-berry-world-ice-blackberry-lemonade-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,3,6,30,30,"Blackberry, Lemonade, Ice",FALSE,3,FALSE
salty-berry-world-bubble-gum-grape-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Bubble Gum, Grape",FALSE,2,FALSE
world-grape-bubble-gum-e-liquid,E-Liquids,Nicotine Concentration,3,6,30,30,"Bubble Gum, Grape",FALSE,2,FALSE
salty-berry-world-ice-blueberry-raspberry-watermelon-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Blueberry, Raspberry, Watermelon, Ice",FALSE,4,FALSE
salty-berry-world-ice-blueberry-raspberry-watermelon-freebase-e-liquid-30ml,,Nicotine Strength,0,6,30,30,"Blueberry, Raspberry, Watermelon, Ice",FALSE,4,FALSE
salty-berry-world-ice-blueberry-raspberry-peach-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Blueberry, Raspberry, Peach, Ice",FALSE,4,FALSE
salty-berry-world-gummy-candy-peach-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Gummy Candy, Peach",FALSE,2,FALSE
salty-berry-world-gummy-candy-peach-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Gummy Candy, Peach",FALSE,2,FALSE
smok-rpm-25w-pod-kit,Vape Devices,,,,,,,,,FALSE
smok-mag-18-230w-pod-kit,Vape Devices,,,,,,,,,FALSE
nz-digital-scale-rx-200-200-x-0-01,Smoking,,,,,,,,,FALSE
nz-digital-scale-ta-500-500-x-0-01,Smoking,,,,,,,,,FALSE
shisha-glass-hourglass-hookah-1xhose-22cm,Hookahs,,,,,,,,,FALSE
shisha-glass-sea-pearls-hookah-1xhose-40cm,Hookahs,,,,,,,,,FALSE
shisha-glass-aluminium-lotus-i-hookah-bowl,Hookahs,,,,,,,,,FALSE
dokha-silicone-container-large,Smoking,,,,,,,,,FALSE
nbt-smiling-skull-metal-grinder-60mm-3xparts,Smoking,,,,,,,,,FALSE
dual-arc-electric-usb-lighter-by-kiwi-lighter,Smoking,,,,,,,,,FALSE
usb-chargeable-fidget-spinner-heating-wire-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
boat-shape-zinc-alloy-fidget-spinner-lighter-by-kiwi-lighter,Smoking,,,,,,,,,FALSE
green-light-dual-arc-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,FALSE
rechargeable-electric-arc-plasma-lighters-single-arc-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
black-hand-fidget-spinner-stainless-steel-metal-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
metal-hand-fidget-spinner-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
2-in-1-coil-and-arc-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,FALSE
windproof-coil-electric-slide-lighter-by-kiwi-lighter,Smoking,,,,,,,,,FALSE
finger-spinner-heating-coil-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,FALSE
finger-spinner-heating-coil-led-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,FALSE
dual-arc-windproof-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
single-arc-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
slim-windproof-coil-lighter-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
single-arc-windproof-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
super-slim-coil-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
finger-spinner-coil-electric-lighter-by-kiwi-lighter,Smoking,,,,,,,,,TRUE
elate-prime-replacement-pods,Vape Devices,,,,,,,,,TRUE
geekvape-h45-45w-pod-kit,Vape Devices,,,,,,,,,FALSE
geekvape-max100-100w-kit,Vape Devices,,,,,,,,,FALSE
smok-tfv18-mini-replacement-coils,Vape Devices,,,,,,,,,FALSE
salty-kraze-world-blackcurrant-ice-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Blackcurrant, Ice",FALSE,2,FALSE
salty-kraze-world-blackcrrant-soft-drink-cotton-candy-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Blackcurrant, Lemonade, Cotton Candy, Ice",FALSE,4,FALSE
salty-kraze-world-blackcurrant-pudding-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Blackcurrant，Sweet Cream, Pudding, Ice",FALSE,3,FALSE
salty-kraze-world-ice-peach-pear-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Peach, Pear, Ice",FALSE,3,FALSE
mixed-berries-blackcurrant-e-liquid,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Strawberry, Blackcurrant, Blueberry Jam，Blackberry，Sour Raspberry, Ice",FALSE,4,FALSE
salty-kraze-world-icy-dragonfruit-cantaloupe-blackcurrant-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Dragon Fruit, Cantaloupe, Blackcurrant, ice",FALSE,4,FALSE
salty-kraze-world-blackcurrant-frozen-pineapple-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Blackcurrant, Pineapple, Ice",FALSE,3,FALSE
salty-kraze-world-blackcurrant-tobacco-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Blackcurrant, Tobacco, ice",FALSE,3,FALSE
salty-kraze-world-blackcurrant-pudding-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Blackcurrant, Cream，Pudding，Ice",FALSE,2,FALSE
salty-kraze-world-blackcurrant-soft-drink-cotton-candy-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Blackcurrant, Lemonade Soda, Cotton Candy, Ice",FALSE,4,FALSE
salty-kraze-world-blackcurrant-ice-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Blackcurrant, Ice",FALSE,2,FALSE
smok-nord-pro-replacement-pods,Vape Devices,,,,,,,,,FALSE
smok-nord-pro-replacement-coils,Vape Devices,,,,,,,,,FALSE
smok-morph-pod-80-replacement-pods,Vape Devices,,,,,,,,,FALSE
salty-kraze-world-ice-peach-pear-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Peach, Pear, Ice",FALSE,3,FALSE
salty-kraze-world-mixed-berries-blackcurrant-freebase-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Strawberry, Blackcurrant, Blueberry, Blackberry, Raspberry, Ice",FALSE,6,FALSE
salty-kraze-world-icy-dragonfruit-cantaloupe-blackcurrant-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Dragon Fruit, Cantaloupe, Blackcurrant, ice",FALSE,4,FALSE
salty-kraze-world-blackcurrant-frozen-pineapple-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Blackcurrant, Pineapple, Ice",FALSE,3,FALSE
salty-kraze-world-blackcurrant-tobacco-freebase-e-liquid-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Blackcurrant, Tobacco, ice",FALSE,3,FALSE
smok-novo-4-mini-replacement-pods,Vape Devices,,,,,,,,,FALSE
smok-rpm-3-replacement-coils,Vape Devices,,,,,,,,,FALSE
smok-rpm-5-replacement-pods,Vape Devices,,,,,,,,,FALSE
smok-rpm-25w-replacement-pod,Vape Devices,,,,,,,,,FALSE
shosha-coco-nara-coconut-shell-charcoal-500g,Hookahs,,,,,,,,,FALSE
mighty-dry-herb-vaporizer,Heat Not Burn,,,,,,,,,FALSE
blueberry-blackcurrant-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Blueberry Juice, blackcurrant Juice, Blackberry Juice, Ice",FALSE,4,FALSE
salty-kraze-world-mango-blood-orange-ice-nicotine-salt-e-liquid-30ml,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Mango Juice, Orange Juice, Red juice orange, Ice",FALSE,4,FALSE
salty-kraze-world-blueberry-blackcurrant-freebase-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Blueberry Juice, blackcurrant Juice, Blackberry Juice, Ice",FALSE,4,FALSE
salty-kraze-world-mango-blood-orange-ice-freebase-30ml,E-Liquids,Nicotine Concentration,0,6,30,30,"Mango Juice, Orange Juice, Red juice orange, Ice",FALSE,4,FALSE
nbt-metal-plastic-barrel-grinder-63mm-4xparts,Smoking,,,,,,,,,FALSE
nbt-metal-wheel-grinder-63mm-4xparts,Smoking,,,,,,,,,FALSE
nbt-metal-universe-grinder-63mm-4xparts,Smoking,,,,,,,,,FALSE
nbt-metal-flora-grinder-63mm-4xparts,Smoking,,,,,,,,,FALSE
nbt-metal-b1-grinder-62mm-4xparts,Smoking,,,,,,,,,FALSE
nbt-metal-rick-grinder-50mm-3xparts,Smoking,,,,,,,,,FALSE
nbt-metal-drum-grinder-62mm-4xparts,Smoking,,,,,,,,,FALSE
nbt-metal-skoll-grinder-63mm-4xparts,Smoking,,,,,,,,,FALSE
nbt-metal-wolf-grinder-63mm-4xparts,Smoking,,,,,,,,,FALSE
nbt-metal-flame-grinder-63mm-4xparts,Smoking,,,,,,,,,FALSE
shishaglass-bamboo-stash-pop-top-storage-glass-jar-s2,Smoking,,,,,,,,,FALSE
shishaglass-bamboo-stash-pop-top-storage-glass-jar-s1,Smoking,,,,,,,,,FALSE
shishaglass-stash-pop-top-storage-glass-jar-jt,Smoking,,,,,,,,,FALSE
uwell-popreel-p1-replacement-pods,Vape Devices,,,,,,,,,FALSE
uwell-kalmia-replacement-pod,Vape Devices,,,,,,,,,FALSE
vaporesso-x-mini-replacement-pods,Vape Devices,,,,,,,,,FALSE
vaporesso-x35-replacement-coils,Vape Devices,,,,,,,,,FALSE
magical-decarbox-thermometer-combo-pack,Smoking,,,,,,,,,FALSE
dokha-rapid-cigarette-rolling-machine,Smoking,,,,,,,,,FALSE
shisha-glass-jupiter-hooka-bowl,Hookahs,,,,,,,,,FALSE
shisha-glass-eg-41-hookah-1x-hose-80cm,Hookahs,,,,,,,,,FALSE
shisha-glass-eg-41-hookah-1x-hose-55cm,Hookahs,,,,,,,,,FALSE
shisha-glass-eg-39-hookah-1x-hose-55cm,Hookahs,,,,,,,,,FALSE
shisha-glass-eg-42-hookah-1x-hose-55cm,Hookahs,,,,,,,,,FALSE
geekvape-b60-aegis-boost-2-replacement-pod,Vape Devices,,,,,,,,,FALSE
geekvape-wenax-h1-replacement-pod,Vape Devices,,,,,,,,,FALSE
apple-peach-ice-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Apple, Peach, Ice",FALSE,3,FALSE
grape-peach-ice-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Grape, Peach, Ice",FALSE,3,FALSE
kiwi-blueberry-ice-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Kiwi, Blueberry, Ice",FALSE,3,FALSE
vanilla-ice-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Vanilla, Ice",FALSE,2,FALSE
watermelon-peach-ice-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,22.8,30,30,"Watermelon, Melon, Peach, Ice",FALSE,4,FALSE
green-apple-kiwi-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Green Apple, Kiwi, Ice",FALSE,3,FALSE
strawberry-cherry-raspberry-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,22.8,30,30,"Strawberry, Cherry, Raspberry, Ice",FALSE,4,FALSE
vaporesso-osmall-2-replacement-pod,Vape Devices,,,,,,,,,FALSE
strawberry-peach-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,22.8,30,30,"Stawberry, Peach, Ice",FALSE,3,FALSE
cuban-cigar-e-liquid,E-Liquids,Nicotine Concentration,0,6,30,30,Cigar,FALSE,1,FALSE
menthol-tobacco-e-liquid,E-Liquids,Nicotine Concentration,0,6,30,30,"Tobacco, Ice",FALSE,2,FALSE
pure-tobacco-e-liquid,E-Liquids,Nicotine Concentration,0,6,30,30,Tobacco,TRUE,1,FALSE
geekvape-aegis-h45-replacement-pod,Vape Devices,,,,,,,,,FALSE
smok-nord-5-empty-replacement-pod,Vape Devices,,,,,,,,,FALSE
geekvape-zeus-x-micromesh-coil-0-2-and-cotton,Vape Devices,,,,,,,,,FALSE
raw-girl-rolling-plate-md1,Smoking,,,,,,,,,FALSE
cuban-cigar-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,Cigar,FALSE,1,FALSE
pure-tobacco-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,Tobacco,TRUE,1,FALSE
menthol-tobacco-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,28.5,30,30,"Tobacco, Ice",FALSE,2,FALSE
apple-grape-strawberry-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,22.8,30,30,"Apple, Grape, Strawberry, Ice",FALSE,4,FALSE
blueberry-aloe-vera-grape-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,22.8,30,30,"Blueberry, Aloevera, Grape, Ice",FALSE,4,FALSE
blueberry-raspberry-lemon-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Blueberry, Raspberry,Lemon, Ice",FALSE,4,FALSE
strawberry-lemonade-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Strawberry, Lemon, Soda, ice",FALSE,4,FALSE
uwell-caliburn-a2s-replacement-pod,Vape Devices,,,,,,,,,FALSE
cherry-lemonade-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Cherry, Lemon, Soda, ice",FALSE,4,FALSE
watermelon-melon-iced-lemonade-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Watermelon, melon, lemon, Soda, ice",FALSE,5,FALSE
mixed-berries-citrus-ice-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,0,28.5,30,30,"Orange, Citrus, Berry, Ice",FALSE,4,FALSE
smoka-flint-vaporizer,Heat Not Burn,,,,,,,,,FALSE
smoka-flint-mouthpiece,Heat Not Burn,,,,,,,,,FALSE
dokha-silicone-ring-cigarette-holder,Smoking,,,,,,,,,FALSE
geekvape-u-replacement-pod,Vape Devices,,,,,,,,,FALSE
berries-mix-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Mango, Pineapple, Cranberry, Blueberry",FALSE,4,FALSE
cola-ice-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Cola, Ice",FALSE,2,FALSE
smok-igee-replacement-pod,Vape Devices,,,,,,,,,FALSE
ice-strawberry-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Strawberry, Menthol",TRUE,2,FALSE
watermelon-ice-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Watermelon, Mint",TRUE,2,FALSE
peach-ice-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Peach, Mint",TRUE,2,FALSE
ice-strawberry-guava-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Guava, Strawberry, Menthol",TRUE,3,FALSE
gummy-strawberry-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Strawberry, Bubble Gum",FALSE,2,FALSE
ice-berry-lemonade-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Raspberry, Blackcurrant, Blackberry, Lemon, Soda, Ice",FALSE,6,FALSE
blueberry-raspberry-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Cranberry, Raspberry, Berry",FALSE,3,FALSE
ice-grape-sub-ohm-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,5,10,30,30,"Ice, Grape",FALSE,2,FALSE
vaporesso-gen-air-40-replacement-pod,Vape Devices,,,,,,,,,FALSE
vaporesso-luxe-x-replacement-pod,Vape Devices,,,,,,,,,FALSE
uwell-caliburn-a3-replacement-pod,Vape Devices,,,,,,,,,FALSE
uwell-cravat-replacement-pod,Vape Devices,,,,,,,,,FALSE
uwell-sculptor-replacement-pod,Vape Devices,,,,,,,,,FALSE
uwell-crown-d-replacement-pod,Vape Devices,,,,,,,,,FALSE
uwell-crown-d-pa-replacement-coils,Vape Devices,,,,,,,,,FALSE
nbt-biodegradable-hm4-grinder-2xparts,Smoking,,,,,,,,,FALSE
nbt-biodegradable-hm3-grinder-2xparts,Smoking,,,,,,,,,FALSE
nbt-biodegradable-hm2-grinder-3xparts,Smoking,,,,,,,,,FALSE
nbt-biodegradable-hm1-grinder-2pcs,Smoking,,,,,,,,,FALSE
nbt-plastic-funnel-grinder-with-tray,Smoking,,,,,,,,,FALSE
honey-puff-organic-hemp-rolling-paper-1-1-4-tips,Smoking,,,,,,,,,FALSE
hornet-hand-metal-rolling-machine-78mm,Smoking,,,,,,,,,FALSE
hornet-hemp-wick-3-3ft-1m,Smoking,,,,,,,,,FALSE
hornet-biodegradable-hemp-grinder,Smoking,,,,,,,,,FALSE
hornet-transparent-rolling-paper,Smoking,,,,,,,,,FALSE
hornet-rolling-paper-1-1-4-strawberry,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-1-1-4-green-apple,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-1-1-4-blueberry,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-1-1-4-watermelon,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-king-size-raspberry,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-king-size-very-cherry,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-king-size-mello-mango,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-king-size-green-apple,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-king-size-strawberry,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-king-size-grape,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-king-size-blueberry,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-king-size-banana,Smoking,,,,,,,,,FALSE
